"Accessibility: The system should be designed to meet the accessibility requirements of all users, including those with disabilities.",3
The Schoology system should be accompanied by comprehensive documentation.,6
The Schoology system should be able to scale up and down to meet the changing needs of its users.,5
User Profile Management: The system should enable users to create and manage their own profiles.,5
"Course Management: The system should enable users to create, update, and manage courses within the system.",2
The Schoology system should be secure and protect user data from unauthorized access and malicious attacks.,2
"Assignment Management: The system should enable users to create, assign, and manage assignments for students.",2
The Schoology system should have adequate performance levels and response times.,2
Grade Management: The system should enable users to track and manage student grades in realtime.,2
The Schoology system should be easy to use and intuitive for its users.,5
"Calendar Management: The system should enable users to track and manage important dates, upcoming events, and due dates.",2
The Schoology system should be able to integrate with other software applications.,6
"Communication Tools: The system should provide messaging, discussion forums, andor group chat capabilities.",6
The Schoology system should be reliable and function without any unexpected failures.,1
Reporting Features: The system should enable users to generate reports and analytics on student performance.,2
"The Schoology system should provide adequate support for end users, administrators, and IT personnel.",2
"Content Management: The system should enable users to upload and manage educational content such as documents, images, and videos.",1
The Schoology system should be able to interoperate with other systems used in the organization.,6
Availability: The system should be available to users .,6
Authentication and Authorization: The software should provide secure authentication and authorization mechanisms to ensure that only authorized users can access the system.,5
Student Engagement: The system should provide tools for teachers to engage with students in the classroom,2
"Collaboration: Students, teachers and parents should be able to collaborate in realtime using the cloudbased system.",2
Reliability: The system should be reliable and have a high uptime rate.,2
"Learning Management System (LMS): The system should enable teachers to create, monitor, and assess student learning activities.",2
Scalability: The system should be able to handle an increase in the number of users and data.,1
Content Management System (CMS): The system should enable teachers to upload and share course materials and other educational content.,2
Security: The system should be secure from external threats and data breaches.,2
"Gamification: The system should enable teachers to create and assign rewards, incentives, and challenges to motivate student behavior.",2
Performance: The system should perform efficiently with minimal latency.,6
"Personalization: The system should enable teachers to customize their content, activities, and assessments for individual students or groups of students.",5
Usability: The system should be userfriendly and easy to use.,5
Accessibility: The system should be accessible to users with disabilities.,6
Reporting: The system should enable teachers to produce reports to track and monitor student performance.,2
Analytics: The system should provide analytics and datadriven insights to help teachers improve their instruction and student learning.,5
Interoperability: The system should be compatible with other systems.,6
Communication: The system should enable teachers to communicate with parents about student progress.,6
Extensibility: The system should be able to be extended with new features and functionality.,2
Ability to accept payment and manage transactions,2
Ability to create and manage customer profiles,4
Ability to customize user experience based on customer preferences.,6
Ability to integrate with external services such as travel booking systems.,6
Ability to provide customer service and support.,2
Ability to provide real time availability of hotel rooms.,6
Ability to search for and book hotel rooms according to customer preferences.,2
Compliance with industry standards and regulations.,2
Data privacy and security,2
"Displays hotel photos, descriptions, and reviews.",2
Enables users to book hotels in realtime online.,6
Fast response time,5
High Availability and scalability,5
Maintainability: System must be able to be updated and maintained with minimal disruption,2
Multiplatform compatibility,5
Performance: System must respond quickly and efficiently,2
Provides users with a secure payment system.,6
Provides users with an interactive map to search for hotels in their desired location.,5
Provides users with the ability to compare rates and book rooms across multiple devices.,2
Provides users with the ability to sort hotels by amenities and price.,2
Reliability: System must be available ,6
Scalability: System must be able to support large number of users,1
Secure and reliable data storage,2
Security: System must protect customer data and transactions,2
Stores user contact information and preferences.,2
Usability: System must be user friendly and intuitive,2
Userfriendly interface,5
Automated Room Booking: RoomKey should allow users to search and book a room from a comprehensive database.,2
Performance: RoomKey should be able to handle large volumes of simultaneous requests with minimal latency.,6
Payment Integration: RoomKey should enable users to pay for the booked rooms using a variety of payment options.,2
Scalability: RoomKey should have the ability to scale up and down as needed for increased or decreased usage.,2
"Room Management: RoomKey should provide users with a comprehensive room management system that can be used to track and manage bookings, availability, and occupancy.",5
Usability: RoomKey should have an intuitive user interface so that users can easily find and book rooms.,5
Mobile App: RoomKey should have a mobile app that is optimized for both iOS and Android devices.,3
Reliability: RoomKey should be highly reliable so that bookings and payments are processed without any errors or delays.,3
Accessibility: RoomKey should be accessible to users with disabilities so that everyone can use the platform without any difficulty.,3
User Profiles: RoomKey should allow users to create profiles that store their booking and payment information to facilitate future bookings.,5
Maintenance: RoomKey should have a comprehensive system of maintenance and updates in order to ensure the stability and reliability of the system.,2
Security: RoomKey should ensure the security of user data with the use of highlevel encryption.,6
"Analytics: RoomKey should provide users with detailed analytics and reporting capabilities to track occupancy, bookings, and revenue.",6
Performance: The system should be able to scale and handle large volumes of data quickly.,2
The system should provide realtime visibility into inventory levels.,6
The system should enable users to track inventory movements in realtime.,6
The system should provide users with the ability to customize and manage inventory levels.,2
The system should enable users to set up inventory notifications and alerts.,1
The system should provide users with realtime visibility into inventory levels and stock availability.,2
"The system should enable users to track and manage inventory transactions, such as purchase orders, returns, and transfers.",2
The system should provide users with the ability to generate comprehensive reports and analytics.,2
The system should enable users to integrate with accounting and other business systems.,2
The system should provide users with the ability to categorize and track inventory items.,2
The system should provide users with the ability to track stock movements between warehouses and suppliers.,2
The system should enable users to perform batch processing and bulk updates.,2
"Reliability: The system should be highly reliable and available, meaning it should be able to work without interruption or downtime.",5
The system should enable users to track inventory levels across multiple warehouses and locations.,2
The system should provide users with secure access control and authentication.,2
"Security: The system should be secure, with access control and encryption to ensure data is kept safe and secure.",2
"The system should allow users to easily add, update, and delete inventory items.",2
The system should enable users to set up automated alerts for low inventory levels.,1
"Usability: The system should be easy to use and understand, with an intuitive user interface.",2
Flexibility: The system should be able to be quickly adapted to changing requirements and configurations.,2
The system should enable users to generate reports for inventory analysis.,2
Cost Effectiveness: The system should be costeffective and provide a good return on investment.,6
The system should enable users to easily integrate with other software systems.,6
Integration: The system should be able to integrate with other software systems and data sources.,2
The system should provide secure access to all inventory data.,3
The system should enable users to track inventory costs.,6
The system should enable users to track purchase orders and returns.,2
Availability: The system should be available  and must have a high availability.,2
Users should be able to authenticate and establish secure access to the file sharing system.,2
"The system should be able to scale up or down depending on user demand, while maintaining performance and reliability.",2
"The system should be reliable and resilient, with high availability to ensure that users can access their files at any time.",3
"The system should be able to integrate with other cloudbased systems, such as Office , to facilitate collaboration.",6
The system should be able to automate tasks such as backup and file synchronization.,2
The system should provide a userfriendly interface that is easy to use and navigate.,5
Scalability: The system must be able to handle an increasing number of users and files without any degradation in performance.,3
The system should provide secure storage for files and documents.,2
Security: The system must be secure and protect against unauthorized access and data breaches.,2
Users should be able to share files with other users securely.,6
Performance: The system must be able to respond quickly to user requests and have sufficient bandwidth.,2
The system should support version control to enable users to track the history of changes made to files.,6
Reliability: The system must be reliable and able to recover from unexpected errors or data loss.,2
The system should provide the ability to control access to files based on user roles and permissions.,2
"Compatibility: The system must be compatible with different devices, such as laptops, smartphones, and tablets.",2
The system should provide a mechanism for data backup and recovery.,2
Costeffectiveness: The system must provide a costeffective solution for file sharing.,2
The system should provide a secure environment for file sharing and storage.,2
Documentation: The system must have clear and comprehensive documentation for users to easily understand how to use the system.,2
"The system should provide the ability to monitor user activity, including tracking the date and time of file access, user authentication, and any changes to the files.",3
All data should be encrypted when stored on the cloud and in transitThe system should also provide access control to limit which users can access specific files and folders.,5
Automated checkin and checkout process: The system should provide automated checkin and checkout process to save time and effort.,2
Scalability: The system should be able to handle peak demand and provide the necessary scalability and performance for a hotel's peak periods.,2
Payment Processing: The system should provide an integrated payment processing solution.,6
Reservations: The system should provide a reservation system to manage bookings.,6
Room Management: The system should provide an automated room management system.,6
Reports: The system should provide a reporting feature to generate custom reports.,6
Automation: The system should provide an automated workflow system to streamline processes.,6
Notifications: The system should provide notifications for upcoming reservations and bookings.,2
Inventory Management: The system should provide an inventory management feature.,6
"Guest information tracking: The system should be able to track and store guest information such as contact details, preferences, etc.",2
Robustness: The system should be able to handle and process large amounts of data without any performance degradation.,3
"Room management: The system should allow for the easy management of room availability, maintenance, and cleaning.",2
Security: The system should be secure and provide adequate protection against malicious attacks.,2
Availability: The system should be available  and provide uninterrupted access to hotel staff.,2
Payment processing: The system should provide a secure and efficient payment processing system for the processing of credit card payments and other forms of payment.,2
Ease of Use: The system should be userfriendly and easy to use.,2
Reporting and analytics: The system should provide detailed reports and analytics to help the hotel management make informed decisions.,2
Customization: The system should allow for easy customization of the hotel's booking and management processes.,2
Online booking system: The system should allow for online bookings from customers and provide them with the necessary information to make their booking.,5
Integrations: The system should be able to integrate with other existing hotel systems.,6
Mobile access: The system should provide mobile access to customers so they can access their account information and manage their bookings while on the go.,5
Automation: The system should automate manual processes and reduce the time and effort required to manage the hotel.,2
Security: The system should provide a secure environment to protect customer information and the privacy of the hotel's guests.,2
MultiTenancy: The system should have multitenancy capabilities to manage different hotel,6
"Availability: The system must be available to library users  hours a day,  days a week.",6
The system must provide user authentication services to enable users to securely access the system.,6
The system must provide regular backups of library data to ensure that data is never lost or corrupted.,5
The system must be able to scale up as the library's needs increase.,6
"The system must provide reports on library activities and performance, such as number of books borrowed, overdue books, etc.",1
"The system must automate library processes, such as book borrowing, book return, and overdue fines.",2
"The system must integrate with existing library systems and databases, such as library catalogs, payment systems, etc.",2
The system must provide an intuitive user interface for library staff and patrons.,2
Security: The system must provide an appropriate level of security to protect the data and information stored in the system from unauthorized access,4
"The system must provide secure cloud based data storage for library records, including books, authors, and patrons.",2
Scalability: The system must be able to scale to accommodate increased usage and increased data storage needs.,2
"The system must enable library staff to add, update, and delete books in the library catalog.",2
"Reliability: The system must be reliable, with minimal downtime and no data loss.",2
The system must enable library staff to check out and return books to patrons.,1
The system must provide a search functionality for library staff and patrons to quickly find items in the library catalog.,2
"Usability: The system must be easy to use and understand, with intuitive user interfaces.",2
"Interoperability: The system must be able to integrate with other library management systems, such as those used by public libraries.",6
"The system must notify library staff and patrons of due dates, overdue books, and other library related events.",2
"Cost Effectiveness: The system must be cost effective, providing value for money.",1
"The system must generate reports for library staff to track library usage, circulation, and other library related activities.",2
The system must provide secure user authentication and authorization to access the library resources.,2
The system must be accessible from any device and any location with an internet connection.,3
The system shall be able to allow the user to login via Twitter.,6
The system shall be able to allow users to choose their followers or following to be analyze.,5
The system shall be able to provide API endpoints for data access.,2
The system shall be able to provide API endpoints for each classification model.,3
The server shall be able to handle users requests concurrently.,6
The system shall be able to filters data from Twitter API to retrieve only the selected features to be sent to the classification model.,6
The system shall be able to save the selected features inside the database.,6
The system shall be able to save each user result inside the database,4
The user shall have a secure authentication that provide system privacy,4
The system shall be easy to use.,6
The system should be able to use with limited internet bandwidth.,6
The web application shall be able to implement Role Based Access Control (RBAC) for system authorization.,2
The web application shall be able to display results graphically.,6
The system should only give authorization to the admin to manage users account.,6
The system should generate report based on the data that had been manage by the user.,4
